"Unnamed: 0","annotation_id","annotator","comm_aesthetic","correctness","country_patriotism","created_at","danger_decline","dict_lit","emo_som","error_mention","facts","full_text","id","language","lead_time","ling_element","offensive","other","personal_quality","questions","sarcasm","sentiment","target","threats","updated_at","visual_mocking","word_jokes"
730,1237,"1","","","","2025-09-11T16:22:17.825653Z","","","","CIT","","Andrzej Celiński @użytkownik: zawłaścili. #polszczyzna",5761,"yes",10.905,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:22:17.825682Z","",""
731,1238,"1","","","","2025-09-11T16:22:59.211308Z","","","","","","Miasto #Nisko nad Sanem. Zdaje się, że DZIEWCZYNA w Nisku nazywa się jakoś oryginalnie, inaczej niż gdzie indziej. Ale mi z pamięci wyleciało. Ludu Niżański, Galicyanie, Podkarpacianie, wspomóżcież. #polszczyzna",5762,"yes",39.525,"INVIS","","","","QSUR","","NEU","MENTION","","2025-09-11T16:22:59.211337Z","",""
732,1239,"1","","","","2025-09-11T16:23:30.659947Z","","","","","","Jak się u Was akcentuje: bAjstruk czy bajstrUk? W miarę możności proszę o lokalizację.#polszczyzna #Kresy #Lwów @użytkownik",5763,"yes",29.677,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-11T16:23:30.659977Z","",""
733,1240,"1","","","","2025-09-11T16:23:45.422276Z","","","","CIT","","Grażyna Torbicka o obrazach wizualnych. #polszczyzna #tvn #27grudnia",5764,"yes",11.472,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:23:45.422305Z","",""
734,1241,"1","","","","2025-09-11T16:24:19.712910Z","","","","","","Prowadząca program @użytkownik właśnie dwakroć powiedziała o dużym stężeniu PYŁKÓW w Krakowie. #smog #kraków #polszczyzna",5765,"yes",32.395,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:24:19.712969Z","MOCK",""
735,1246,"1","","","","2025-09-11T16:34:39.497813Z","","","","","","Co to znaczy, że karp jest ODPITY? #polszczyzna",5766,"yes",2.279,"WORD","","","","","","NEU","NO","","2025-09-11T16:34:39.497869Z","",""
736,1242,"1","","","","2025-09-11T16:24:58.712010Z","","","","CIT","","W Studio Polska w @użytkownik „ten kraj” o Polsce mówiło dwóch zwolenników rządu. #polszczyzna",5767,"yes",24.971,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:24:58.712041Z","",""
737,1243,"1","AEST","","","2025-09-11T16:25:23.915182Z","","","","","","Kiedy ekspert @użytkownik mówi w @użytkownik, że konflikt interesów jest JAKBY oczywisty, to nic spójnego nie mówi. #polszczyzna",5768,"yes",22.403,"WORD","","","QUAL","","","NEG","MENTION","","2025-09-11T16:25:23.915212Z","",""
738,1244,"1","","","","2025-09-11T16:25:43.765131Z","","","","","","Premier postara się ZAADRESOWAĆ tematy. #polszczyzna #votum",5769,"yes",17.857,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:25:43.765325Z","MOCK",""
739,1245,"1","","","","2025-09-11T16:26:08.612877Z","","","","CIT","","Poseł Gosiewski: politycy wrodzy Rzeczypospolitej straszą sto miliardami. #polszczyzna #votum",5770,"yes",22.544,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:26:08.612907Z","",""
740,1247,"1","","","","2025-09-11T16:35:06.744570Z","","","","","","Skoro na przykład: KUKE - kukeURE - ureGIODO - giodojest ok, to dlaczegoPOKO mamy wymawiać peokao, a nie poko?#polszczyzna",5771,"yes",23.352,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T16:35:06.744758Z","",""
741,1248,"1","","COR","","2025-09-11T16:35:58.499152Z","","","ESOM","","","Brakowało mi JAKICHŚ widelców/numerów/umiejętności/prezentów.Takie słowo naprawdę istnieje. Jeśli nie znaliście to już znacie. A jeśli znacie to używajcie. W dopełniaczu i miejscowniku liczby mnogiej.Bym nie musiał się już dłużej irytować.#grammarnazi #polszczyzna",5772,"yes",50.107,"{""choices"":[""PHEN"",""WORD""]}","","","","","SARC","NEG","NO","","2025-09-11T16:35:58.499182Z","",""
742,1249,"1","","","","2025-09-11T16:36:34.935291Z","","","","","","Jaki jest przymiotnik od rzeczownika RORATY?#polszczyzna adwentowa",5773,"yes",31.876,"{""choices"":[""PHEN"",""WORD"",""INVIS""]}","","","","QSUR","","NEU","NO","","2025-09-11T16:36:34.935322Z","",""
743,1250,"1","","COR","","2025-09-11T16:37:49.163825Z","","","","","","Red. #Prosiecki o „zbyt dużej nadgorliwości”. Się mi zaburza proporcja. @użytkownik #polszczyzna",5774,"yes",72.366,"WORD","","","","","SARC","NEG","MENTION","","2025-09-11T16:37:49.163855Z","",""
744,1251,"1","","","","2025-09-11T16:38:12.300036Z","","","","","","„Kałuża” - na oznaczenie politycznej prostytucji. Występuje w zwrocie : „Ale kałuża!”, używa się podobnie jak zwrotu „Ale bagno!” #polszczyzna #państwoPiS",5775,"yes",20.315,"WORD","","","","","SARC","NEG","NO","","2025-09-11T16:38:12.300067Z","","JOKE"
745,1252,"1","","COR","","2025-09-11T16:38:53.369532Z","","","ESOM","","","Koleżanka zrobiła pobudkę. W sportowej telewizorni życzenia, aby ""efekty twoich działań były lepsze niż skutki"". ;))) #polszczyzna",5776,"yes",38.823,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T16:38:53.369561Z","",""
746,1253,"1","","","","2025-09-11T16:39:09.718531Z","","","","","","Dlaczego onegdaj to dziś ongiś, a nie zawczoraj? : myśląca twarz  : #TakByło#polszczyzna",5777,"yes",14.384,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T16:39:09.718567Z","",""
747,1254,"1","","COR","","2025-09-11T16:39:57.845445Z","","","ESOM","","","Reklama: Twoje epickie historiePoloniści: (rzucając żywiołowo ręce ku telewizorowi) EPOPEICZNE!!#językpolski #polszczyzna",5778,"yes",46.373,"WORD","","","","","SARC","NEG","MENTION","","2025-09-11T16:39:57.845474Z","",""
749,1255,"1","","COR","","2025-09-11T16:40:10.262742Z","","","","","","„Byle jaki” piszemy rozdzielnie, a „bylejakość” łącznie. #mzf #polszczyzna",5779,"yes",10.561,"WORD","","","","","","NEU","NO","","2025-09-11T16:40:10.262819Z","",""
752,1256,"1","","COR","","2025-09-11T16:40:51.516489Z","","","","","","Pana wiceministra @użytkownik uprzejmie informuję, że „postanowienie” jest rodzaju nijakiego, resort sprawiedliwości będzie więc analizował „je”, a nie „go”: Otrzymaliśmy postanowienie i będziemy je analizować. #polszczyzna",5780,"yes",39.268,"WORD","","","","","","NEG","{""choices"":[""DIRECT"",""MENTION""]}","","2025-09-11T16:40:51.516523Z","",""
753,1257,"1","","","","2025-09-11T16:41:26.532409Z","","","","","","#polszczyzna zawsze, #wybory od czasu do czasu. Ankieta.Propagandyści traktują mnie jak idiotę / idiotkę.Hej, propagandyści, nie traktujcie mnie jak",5781,"yes",31.145,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T16:41:26.532439Z","",""
754,1258,"1","AEST","","","2025-09-11T16:43:12.829025Z","","","","","","U Jana Wróbla w @użytkownik polonista @użytkownik (@użytkownik) kwieciście porównał @użytkownik do poprzedniczki, @użytkownik — jak KUCYK do LAMPARCICY. #polszczyzna",5782,"yes",103.727,"WORD","","","","","SARC","POS","MENTION","","2025-09-11T16:43:12.829054Z","",""
755,1259,"1","","","","2025-09-11T16:43:40.280435Z","","","","","","Ekspert od fotelików samochodowych w @użytkownik użył specjalistycznego terminu PODDUPNIK. #polszczyzna",5783,"yes",25.744,"WORD","","","","","","NEU","MENTION","","2025-09-11T16:43:40.280465Z","","JOKE"
756,1260,"1","","COR","","2025-09-11T16:44:06.885631Z","DCLN","","ESOM","","","""Czy piłka zahaczyła rąk serbskich"" - to komentator meczu #SRBUSA w #TVPI Zgroza. #polszczyzna",5784,"yes",24.657,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:44:06.885660Z","",""
757,1261,"1","AEST","COR","","2025-09-11T16:44:49.988099Z","","","ESOM","","","Dziś w radiu z ust pewnej pani usłyszałam takie zdanie: ,, Wszystko było dopięte na ostatni ZAMEK"". Aż zakłuło mnie w uszy. : małpa zasłaniająca uszy : Ale rozumiem przejęzyczenie, chociaż logiczniej byłoby zasunąć a nie zapiąć zamek. : twarz puszczająca oko :@użytkownik #polszczyzna #językpolski",5785,"yes",41.054,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T16:44:49.988129Z","",""
758,1262,"1","","","","2025-09-11T16:45:22.705445Z","","","","","","WeszŁYśmy, staraŁYśmy się... #polszczyzna #43FPFF",5786,"yes",30.827,"WORD","","","","","","NEG","NO","","2025-09-11T16:45:22.705486Z","MOCK",""
759,1263,"1","","","","2025-09-11T16:45:35.575415Z","","","","CIT","","Dla mnie, będąc aktorem... #43FPFF #polszczyzna",5787,"yes",8.084,"WORD","","","","","","NEG","NO","","2025-09-11T16:45:35.575454Z","",""
760,1264,"1","","COR","","2025-09-11T16:45:53.081567Z","","","","","","W #Mikstat — mówią #Wydarzenia @użytkownik. A przecież to się deklinuje. #polszczyzna",5788,"yes",20.188000000000002,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEG","MENTION","","2025-09-11T16:45:58.289394Z","",""
761,1265,"1","","","","2025-09-11T16:46:54.477561Z","","","","CIT","","Słowo „totalniak” w publicznej wypowiedzi wiceministra. #polszczyzna @użytkownik",5789,"yes",54.034,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:46:54.477589Z","",""
762,1266,"1","","","","2025-09-11T16:47:09.887995Z","","","","","","Czy zetknęli się Państwo ze słowem JADŁODALNIA? Czy mógłbym poznać Państwa opinie o nim? #polszczyzna",5790,"yes",13.285,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-11T16:47:09.888024Z","",""
763,1267,"1","","","","2025-09-11T16:47:36.957759Z","","","","","","Dziś Wyczesane rozmowy. @użytkownik ok.9.40. Zapraszam do słuchania i dyskusji. #polszczyzna #frazeologia",5791,"no",7.955,"","","","","","","","","","2025-09-11T16:47:36.957788Z","",""
764,1268,"1","","","","2025-09-11T16:48:03.264156Z","","","","","","Słowa na N.Narządanie - rodzaj usługi seksualnej, wykonywanej na żądanie z użyciem zwykle małego (hihi... przyp. red.) narzędzia, często na rządzie (np. wulg. ""Minister Słabej Poświaty znowu dała dupy"")#polszczyzna",5792,"yes",24.081,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:48:03.264213Z","","JOKE"
765,1269,"1","","","","2025-09-11T16:50:05.020506Z","","","","","","Tłumacz prezydenta Trumpa w @użytkownik z mozołem przetłumaczył „generał Kościuszka”.Ale teraz już śmiga. #polszczyzna",5793,"yes",65.343,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T16:50:05.020535Z","",""
766,1270,"1","AEST","","","2025-09-11T16:50:45.726626Z","","","ESOM","","","Czy słuchać profesora W. Modzelewskiego? Uwodzi czy drażni jego #polszczyzna? #podatki",5794,"yes",38.259,"PHEN","","","","","","NEU","MENTION","","2025-09-11T16:50:45.726682Z","",""
767,1271,"1","","COR","","2025-09-11T16:51:53.665485Z","","","","","","Tłumacz papieża Franciszka (@użytkownik) w @użytkownik: uczyńmy brawa, zróbmy brawa, z Nikaraguy. To nie jest poprawna #polszczyzna.Zawsze mówiłem, że znajomość języka polskiego pomaga, gdy się na ten język tłumaczy.",5795,"yes",65.82,"WORD","","","QUAL","","SARC","NEG","MENTION","CONS","2025-09-11T16:51:53.665516Z","",""
768,1272,"1","","COR","","2025-09-11T16:52:26.964931Z","","","","","","P. minister Sellin powiedział ""to jest sztuczny konstrukt""... konstrukt ideologiczny. #polszczyzna",5796,"yes",31.377,"WORD","","","","","SARC","NEG","MENTION","","2025-09-11T16:52:26.964960Z","",""
769,1273,"1","AEST","","","2025-09-11T16:53:45.891878Z","","","","","","#aczkolwiek @użytkownik — nowy komentator @użytkownik — używa tego słowa co najmniej raz na minutę #polszczyzna #reklama",5797,"yes",73.438,"INVIS","","","","","SARC","NEG","MENTION","","2025-09-11T16:53:45.891908Z","",""
770,1274,"1","","COR","","2025-09-11T16:53:59.828722Z","","","","","","...zdać rachunek sumienia @użytkownik na bakier z poprawną #polszczyzną? #frazeologia",5798,"yes",11.694,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T16:53:59.828752Z","",""
772,1275,"1","","","","2025-09-11T16:54:09.830915Z","","","","","","Dlaczemu — jest takie słowo? #polszczyzna",5799,"yes",8.294,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T16:54:09.830946Z","",""
773,1276,"1","","COR","","2025-09-11T16:54:32.182554Z","","","","","","Otworzył pan oczy dla wielu Polaków — powiedział abp Głódź do prezesa @użytkownik Kurskiego. #polszczyzna #dla #celownik",5800,"yes",19.822,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEG","MENTION","","2025-09-11T16:54:32.182584Z","",""
774,1277,"1","AEST","","","2025-09-11T16:55:18.387157Z","","","","","","Wszyscy jadą na jednym koniu — Ryszard Petru. @użytkownik #frazeologia #polszczyzna niesztampowa",5801,"yes",44.54,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEG","MENTION","","2025-09-11T16:55:18.387199Z","",""
775,1278,"1","","","","2025-09-11T16:55:31.752942Z","","","","","","""Popieram w całej rozciągłości."" Co to właściwie znaczy?#polszczyzna",5802,"yes",11.339,"WORD","","","","QSUR","","NEU","NO","","2025-09-11T16:55:31.752974Z","",""
776,1279,"1","","COR","","2025-09-11T16:55:57.445691Z","","","","","","Z komunikatów w pociągach  @użytkownik wynika, że pasażer zobligowany jest do posiadania... dokumentu potwierdzającego uprawnienia przejazdowe.Bilet, panowie... Bilet! #polszczyzna #pkp",5803,"yes",23.88,"WORD","","","","","","NEG","MENTION","","2025-09-11T16:55:57.445722Z","",""
777,1280,"1","","COR","","2025-09-11T16:57:09.284933Z","","","ESOM","","","Dziewczynka witająca sportowców to, według mamusi, kibicka. Moja #polszczyzna zemdlała: twarz przewracająca oczami  :",5804,"yes",69.844,"WORD","","","QUAL","","","NEG","MENTION","","2025-09-11T16:57:09.284969Z","",""
778,1281,"1","","COR","","2025-09-11T16:57:34.377056Z","","","ESOM","","","...w obiekcie funkcjonuje konieczność posiadania własnej kłódki do szafki... #polszczyzna #brakMiSłów, jak coś takiego czytam, to nie babol językowy, to upośledzenie językowe.",5805,"yes",20.137,"WORD","","","QUAL","","","NEG","NO","","2025-09-11T16:57:34.377085Z","",""
779,1282,"1","","","","2025-09-11T16:57:48.323008Z","","","","","","Wczoraj pełłem, dzisiaj mełłem, a teraz ssę i one też ssą.#polszczyzna",5806,"yes",12.128,"WORD","","","","","","NEU","NO","","2025-09-11T16:57:48.323037Z","","JOKE"
780,1283,"1","AEST","","","2025-09-13T13:36:17.345641Z","","","","","","„Dlatego kultura języka polskiego zwraca baczną uwagę na ślady nowomowy; przede wszystkim musi je ujawniać, gdyż, jak się twierdzi, #nowomowa najbardziej boi się zdemaskowania” — Irena Bajerowa pod pseud. Michał Piotr Markowski, 1986#polszczyzna #prawda",5807,"yes",79.394,"PHEN","","","","QSUR","","POS","MENTION","","2025-09-13T13:36:17.345677Z","",""
781,1284,"1","","COR","","2025-09-13T13:37:55.119928Z","","","","","","Skalp na strzelbie Michała Kwiatkowskiego — śmiała metaforyka dziennikarza @użytkownik #polszczyzna #BukowinaTatrzańska",5808,"yes",97.268,"{""choices"":[""PHEN"",""WORD""]}","","","","","SARC","NEG","MENTION","CONS","2025-09-13T13:37:55.119969Z","",""
782,1285,"1","","","","2025-09-13T13:38:49.682763Z","","","","","","Gdy słyszę o transporcie „dedykowanym”, nawet dla powstańców 1944, też mam ochotę podać kogoś do sądu, ale #sądy są zbyt #wolne. #polszczyzna",5809,"yes",54.213,"PHEN","","","","","","NEG","MENTION","CONS","2025-09-13T13:38:49.682798Z","",""
783,1286,"1","","","","2025-09-13T13:39:22.893851Z","","","","CIT","","Z korpopoczty: ""To wydarzenie (...) to unikatowy precedens na skalę światową."" #polszczyzna cc @użytkownik",5810,"yes",32.859,"PHEN","","","","","","NEG","NO","","2025-09-13T13:39:22.893891Z","",""
785,1287,"1","","","","2025-09-13T13:40:18.382002Z","","","","","","Ubrał hełm — red. Dariusz Bohatkiewicz #polszczyzna krakowska prosto z Paryża. @użytkownik",5811,"yes",55.146,"PHEN","","OTHER","","","","POS","MENTION","","2025-09-13T13:40:18.382034Z","",""
786,1288,"1","","","","2025-09-13T13:40:58.451134Z","","","","","","Poseł wywodzi paretymologicznie SPRAWIEDLIWOŚĆ, że się „z prawa wywodzi”. #Sejm #polszczyzna",5812,"yes",39.672,"{""choices"":[""PHEN"",""WORD""]}","","","","","SARC","NEG","MENTION","","2025-09-13T13:40:58.451166Z","MOCK",""
787,1289,"1","","COR","","2025-09-13T13:41:30.270592Z","","","","","","Redaktorzy @użytkownik i @użytkownik  (@użytkownik) o zapełnianiu „wolnych wakatów” w Sądzie Najwyższym. To się zwie pleonazm vel masło maślane. #polszczyzna #stylistyka",5813,"yes",31.488,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEG","MENTION","","2025-09-13T13:41:30.270622Z","",""
788,1290,"1","","COR","","2025-09-13T13:41:53.635253Z","","","","","","Oj, bogaty w nienormatywne warianty jest język Małgorzaty Wassermann. #polszczyzna",5814,"yes",23.049,"PHEN","","","","","","NEG","MENTION","CONS","2025-09-13T13:41:53.635282Z","",""
789,1291,"1","","COR","","2025-09-13T13:42:42.152516Z","","","","","","Były minister: manipulacja widzów.Poseł: streścić treść.Były minister: li tylko i wyłącznieDziękuję, wracam do pracy.#polszczyzna #AmberGold",5815,"yes",48.194,"WORD","","","","","SARC","NEG","MENTION","","2025-09-13T13:42:42.152548Z","",""
790,1292,"1","","COR","","2025-09-13T13:43:39.013373Z","","","","","","Apel ponad podziałami. Bez względu na to, czy jesteś NA Tarchominie czy W Tarchominie, NA Białołęce czy W Białołęce — bądź tak miły, Człowiecze, i przyślij mi fotkę tabliczki. Czy ulica jest ChristO czy ChristA Botewa? #Tarchomin #polszczyzna @użytkownik",5816,"yes",56.544,"WORD","","","","","","NEU","NO","","2025-09-13T13:43:39.013405Z","",""
791,1293,"1","AEST","","","2025-09-13T13:44:16.317462Z","","","","","","Łorkszopy nie są dla mnie pociągające. #polszczyzna",5817,"yes",36.986,"WORD","","","","","SARC","NEG","NO","","2025-09-13T13:44:16.317493Z","",""
792,1294,"1","","","","2025-09-13T13:44:28.257400Z","","","","CIT","","Bufoniasty — o wpisie R. Trzaskowskiego rzekł A. Potocki. @użytkownik #polszczyzna",5818,"yes",11.6,"WORD","","","","","","NEG","MENTION","","2025-09-13T13:44:28.257429Z","",""
793,1295,"1","AEST","","","2025-09-13T13:45:00.162122Z","","","","","","Panie dziennikarzu @użytkownik „Szydera” to słowo, którego mógł pan oszczędzić gościowi i widzom. #polszczyzna",5819,"yes",31.599,"WORD","","","","","","NEG","MENTION","CONS","2025-09-13T13:45:00.162153Z","",""
794,1296,"1","","","","2025-09-13T13:45:49.637162Z","DCLN","","","","","Przewodniczący #Tusk zwraca uwagę dziennikarzowi na pierwotne znaczenie słowa „spolegliwy”. #ku_pamięci #polszczyzna",5820,"yes",49.152,"WORD","","","","","","NEG","MENTION","CONS","2025-09-13T13:45:49.637193Z","",""
795,1297,"1","","","","2025-09-13T13:46:20.265259Z","","","","","",": policjant  : Policjanci zatrzymali CZWORO MĘŻCZYZN#polszczyzna w @użytkownik Czy @użytkownik potwierdza, że któryś z zatrzymanych obywateli był kobietą?",5821,"yes",30.304,"WORD","","","","","SARC","NEG","MENTION","","2025-09-13T13:46:20.265288Z","MOCK",""
796,1298,"1","","","","2025-09-13T13:46:53.260654Z","","","","","","Czy @użytkownik nie mogła wydelegować na Jasną Górę ministra, który umie czytać? A może to prztyczek taki miał być? #pielgrzymka #RodzinaRadiaMaryja #polszczyzna #płynne_czytanie",5822,"yes",32.676,"PHEN","","","QUAL","","","NEG","MENTION","CONS","2025-09-13T13:46:53.260684Z","",""
798,1299,"1","","","","2025-09-13T13:47:11.067891Z","DCLN","","","","","Pani Premier @użytkownik mówi: (...) próbują WZNIECAĆ burzę w szklance wody.Innowacja frazeologiczna. #polszczyzna",5823,"yes",25.946,"{""choices"":[""PHEN"",""WORD""]}","","","","","SARC","NEG","MENTION","","2025-09-13T13:49:12.941013Z","MOCK",""
799,1300,"1","","","","2025-09-13T13:49:33.246309Z","","","","","","Minister Czaputowicz podważa prawomocność ustawy dot. Sądu Najwyższego: To jest JAKBY ustawa obowiązująca.#polszczyzna",5824,"yes",18.424,"WORD","","","","","","NEG","MENTION","","2025-09-13T13:49:33.246340Z","MOCK",""
800,1301,"1","","","","2025-09-13T13:50:04.414596Z","","","","CIT","","Nie nadãżaliśmy.#polszczyzna #POLCOL",5825,"yes",30.821,"WORD","","","","","","NEG","NO","","2025-09-13T13:50:04.414625Z","MOCK",""
801,1302,"1","","COR","","2025-09-13T13:50:54.376033Z","","","ESOM","","","Atak na ucho ze strony @użytkownik — odskoczyła teraz piłka !Meksykanowi#polszczyzna",5826,"yes",49.501,"WORD","","","","","","NEG","MENTION","","2025-09-13T13:50:54.376063Z","",""
802,1303,"1","","","","2025-09-13T13:51:07.409027Z","","","","","","Co to właściwie znaczy: nawijać makaron na uszy?#polszczyzna #frazeologia Zbieram materiały na  #Rozmowy_wyCZESane w @użytkownik",5827,"yes",12.65,"WORD","","","","QSUR","","NEU","NO","","2025-09-13T13:51:07.409058Z","",""
803,1304,"1","","","","2025-09-13T13:51:25.485856Z","","","","","","Czy mówienie z wyższością, że nie jesteśmy jakimś tam bantustanem, nie trąci rasizmem? #polszczyzna #sens",5828,"yes",17.653,"WORD","","","","QSUR","","NEU","NO","","2025-09-13T13:51:25.485899Z","",""
804,1305,"1","AEST","","","2025-09-13T13:51:46.529344Z","","","","","","Poseł mówi do wicepremier Szydło „pani Beato”. Nie popieram. #polszczyzna #oficjalność #grzeczność",5829,"yes",20.705,"WORD","","","","","","NEG","MENTION","CONS","2025-09-13T13:51:46.529379Z","",""
806,1306,"1","AEST","COR","","2025-09-13T13:52:19.065238Z","","","","","","„Pociąg nie posiada planowanych postojów“. Długo by można myśleć, żeby taki konstrukt językowy wypuścić zamiast po prostu „pociąg nie zatrzymuje się“. #polszczyzna",5830,"yes",32.181,"WORD","","","","","","NEG","NO","","2025-09-13T13:52:19.065271Z","",""
807,1307,"1","","","","2025-09-13T13:52:36.979397Z","","","","CIT","","Doktór Matematyki Pani #Lubnauer mówi ,ze ""PiS jest Partiom""... #polszczyzna",5831,"yes",17.551,"WORD","","","","","","NEG","MENTION","","2025-09-13T13:52:36.979428Z","",""
808,1308,"1","","COR","","2025-09-13T13:55:16.513017Z","","","","","","Pan Bartosz Zadura (?) z Przedstawicielstwa Komisji Europejskiej w Polsce, mówi w @użytkownik o korzystaniu z karty ubezpieczenia EKUZ: - Na naszej stronie wszystkie KRAJE BĘDĄ WYLISTOWANE, W JĘZYKU POLSKIM, więc odnalezienie informacji będzie proste.#wstyd #polszczyzna",5832,"yes",159.172,"WORD","","","","","","NEG","MENTION","CONS","2025-09-13T13:55:16.513049Z","MOCK",""
810,1309,"1","","","","2025-09-13T13:55:48.622198Z","","","","CIT","","- Za jakie godzine powinien być żem.#polszczyzna żywa pociągowa",5833,"yes",31.756,"WORD","","","","","","NEG","MENTION","","2025-09-13T13:55:48.622231Z","",""
811,1310,"1","","COR","","2025-09-13T13:56:41.111740Z","","","","","","Czytam, że pan Trzaskowski lekceważy przecinki, przygotowałem więc przykład, który powinien go do przecinków przekonać. Bo #polszczyzna jest ważna. Trzaskowski wygra, Jaki nie ma szans, żeby to zmienić. Trzaskowski, wygra Jaki, nie ma szans, żeby to zmienić.",5834,"yes",52.048,"{""choices"":[""PHEN"",""WORD""]}","","","","","SARC","NEG","MENTION","CONS","2025-09-13T13:56:41.111772Z","",""
812,1311,"1","","","","2025-09-13T13:56:59.821610Z","","","","","","Na czym WY trzecie marchewkę (lub moglibyście zetrzeć, gdyby Was naszła ochota)?#polszczyzna #regionalizmy",5835,"yes",18.368,"INVIS","","","","QSUR","","NEU","DIRECT","","2025-09-13T13:56:59.821642Z","",""
813,1312,"1","","","","2025-09-13T13:57:35.912562Z","","","","CIT","","Fraza dnia: Dla pana Timmermansa będzie możliwość... #polszczyzna",5836,"yes",35.736,"WORD","","","","","","NEG","MENTION","","2025-09-13T13:57:35.912595Z","",""
814,1313,"1","AEST","","","2025-09-13T13:58:12.943789Z","","","","","","Redaktor B. Chrabota zdefiniował w @użytkownik politykę jako „sztukę zmyły”. #polszczyzna #decorum",5837,"yes",36.67,"WORD","","","","","","NEG","MENTION","","2025-09-13T13:58:12.943828Z","",""
815,1314,"1","","","","2025-09-13T13:59:24.838816Z","","DCT","","","","Wreszcie znieśli przestarzały podział na „u” i „ó”. Od dzisiaj wchodzi pilotażowo zmiana. Piszemy: „stòlecie”, „wòz” i „òcho”, a w słowach obcych zachowujemy pisownię tradycyjną lub wprowadzamy nową, np. Urugwaj / Òrògwaj, Budapest / Budapeszt / Bòdapeszt.#polszczyzna #ortografia",5838,"yes",71.521,"{""choices"":[""PHEN"",""WORD""]}","","","","","SARC","NEG","NO","","2025-09-13T13:59:24.838848Z","",""
816,1315,"1","","COR","","2025-09-13T13:59:55.279728Z","","","ESOM","","","Lekcja na dziś:BYNAJMNIEJ TO NIE TO SAMO CO PRZYNAJMNIEJ!#ludzie #facepalm #omg #polszczyzna",5839,"yes",30.081,"WORD","","","","","","NEG","NO","","2025-09-13T13:59:55.279761Z","",""
817,1316,"1","","COR","","2025-09-13T14:00:36.997694Z","","","","","","A mówił Wam ktoś, że pisanie „w/w” jest niepoprawne i obciachowe? To ja spieszę. #polszczyzna #pedagogikawstydu",5840,"yes",41.359,"WORD","","","","","","NEG","DIRECT","CONS","2025-09-13T14:00:36.997725Z","",""
818,1317,"1","","","","2025-09-13T14:00:54.833053Z","","","","","","Gdzie mogłem przeczytać, że staropolska GAMRATKA ‘k... lubo dama do towarzystwa’ wzięła swoje miano od biskupa Gamrata, który miał liczne takie koleżanki. Legenda o pochodzeniu nazwy niesłuszna, ale gdzieś czytałem. Putek? Baranowski? #polszczyzna",5841,"yes",17.478,"WORD","","","","QSUR","","NEU","NO","","2025-09-13T14:00:54.833086Z","",""
819,1318,"1","","","","2025-09-13T14:01:11.648887Z","","DCT","","","","Mam pytanie. #polszczyzna Prosiłbym bez szukania po słownikach, bo inaczej ankieta nic nie da.SENSAT to...",5842,"yes",16.253,"WORD","","","","QSUR","","NEU","NO","","2025-09-13T14:01:11.648916Z","",""
820,1319,"1","","COR","","2025-09-13T14:01:56.996092Z","","","","","","Program #kochamciepolsko. Konkurencja #polszczyzna. Prowadząca popełnia błąd językowy. Kurtyna. #TVP",5843,"yes",44.922,"PHEN","","","","","","NEG","MENTION","CONS","2025-09-13T14:01:56.996172Z","",""
822,1320,"1","","","PATR","2025-09-13T14:02:16.500082Z","","","","","","Nawet nasz patriotyczny premier! Właśnie oświadcza, że stara się ZAADRESOWAĆ bolączkę. @użytkownik #polszczyzna",5844,"yes",19.131,"WORD","","","","","","NEG","MENTION","CONS","2025-09-13T14:02:16.500140Z","MOCK",""
823,1321,"1","","","","2025-09-13T14:02:27.724695Z","","","","","","Antologia Niepodległości! Ja chcę! Proszę mi przysłać piękny PDF. @użytkownik #polszczyzna",5845,"no",10.863,"","","","","","","","","","2025-09-13T14:02:27.724734Z","",""
824,1322,"1","","","","2025-09-13T14:03:06.746276Z","","","","","","Serce roście patrząc na te czasy!W Polszcze Naszey gdy rządzą Pisowskie Qtasy!Niegdyś Tłiter Polski jęczał na kolanach,Tera nam rozkwita w Heytach, a tyż w Banach!Prezes Polskę zbawia! Nowe pisze Dzieje!Teraz prawie świat się wszystek śmieje...#polszczyzna",5846,"yes",38.669,"WORD","","","","","SARC","NEG","MENTION","","2025-09-13T14:03:06.746307Z","","JOKE"
